id_eleve,serie_cible,math,physique,svt,francais,histoire,aptitude_logique,niveau_motivation,centre_interet,interesse_par_informatique,moyenne_generale
NS12222,LLA,56.0,55.0,53.0,75.0,88.0,1.0,Moyenne,Lettres et langues,Oui,65.4
NS10364,LLA,54.0,40.0,54.0,95.0,63.0,2.0,Très élevée,Arts et culture,Non,61.2
NS12125,LLA,59.0,60.0,59.0,83.0,,4.0,Très élevée,Arts et culture,Non,70.4
NS10027,SES,50.0,71.0,65.0,73.0,77.0,3.0,Élevée,Sciences et technologie,Non,67.2
NS10473,LLA,50.0,43.0,57.0,81.0,77.0,3.0,,Arts et culture,Non,61.6
NS10525,SES,56.41067442822492,48.0,73.01427684822096,75.0,77.0,4.0,Très élevée,Économie et société,Non,65.9
NS10725,LLA,52.0,41.0,66.0,90.0,83.0,3.0,Très élevée,Arts et culture,Oui,66.4
NS10055,SES,68.0,47.0,68.0,70.0,85.0,4.0,Très élevée,Économie et société,,67.6
NS10638,SMP,90.0,97.0,52.0,49.0,66.0,4.0,Élevée,Sciences et technologie,Oui,70.8
NS10302,SMP,66.0,73.0,52.0,63.0,62.0,4.0,Très élevée,Sciences et technologie,Non,63.2
NS12608,SVT,81.0,77.0,94.0,76.0,52.0,2.0,Élevée,Santé et environnement,Non,76.0
NS11276,SMP,66.0,88.0,68.0,71.0,52.0,5.0,Élevée,Sciences et technologie,Non,69.0
NS12635,SVT,65.0,69.0,71.0,77.0,67.0,3.0,Très élevée,Sciences et technologie,,69.8
NS10624,SES,72.0,41.0,58.0,93.0,66.0,5.0,Très élevée,Économie et société,Non,66.0
NS12055,SMP,86.0,78.0,58.0,67.0,50.0,,Élevée,Sciences et technologie,Non,67.8
NS11280,LLA,51.0,68.0,55.0,94.0,89.0,3.0,Élevée,Lettres et langues,Non,71.4
NS11049,LLA,38.0,48.0,61.0,,76.0,2.0,Très élevée,Lettres et langues,Oui,62.6
NS10336,LLA,59.0,58.0,52.0,87.0,68.0,3.0,Élevée,,Non,64.8
NS10047,SMP,83.0,,69.0,69.0,68.0,5.0,Très élevée,Sciences et technologie,Oui,71.6
NS10106,SES,55.0,43.0,42.0,78.0,81.0,4.0,Élevée,Sciences et technologie,Non,59.8
NS11079,SMP,89.0,72.0,50.0,72.0,61.0,4.0,Très élevée,Informatique,Oui,68.8
NS11144,SES,57.0,53.0,42.0,61.0,74.0,3.0,Très élevée,Économie et société,Non,57.4
NS12440,SMP,97.0,80.0,47.0,71.0,60.0,5.0,Élevée,Sciences et technologie,Oui,71.0
NS11836,SVT,76.0,73.0,81.0,69.0,69.0,3.0,Élevée,Santé et environnement,Non,73.6
NS11753,LLA,51.0,40.0,40.0,100.0,79.0,3.0,,Lettres et langues,Non,62.0
NS11101,LLA,32.0,53.0,62.0,90.0,60.0,1.0,Très élevée,Arts et culture,Oui,59.4
NS11968,SMP,68.0,79.0,77.0,77.0,67.0,3.0,Très élevée,Informatique,Oui,73.6
NS10523,SES,72.0,46.0,61.0,73.0,81.0,3.0,Très élevée,Économie et société,Non,66.6
NS11428,LLA,45.0,47.0,57.0,92.0,83.0,3.0,Élevée,Arts et culture,Non,64.8
NS12607,SES,76.0,53.0,53.0,66.0,79.0,2.0,Très élevée,Économie et société,Oui,65.4
NS10603,SVT,60.0,69.0,78.0,75.0,72.0,3.0,Élevée,Sciences et technologie,Non,70.8
NS11489,SVT,60.0,66.0,,71.0,52.0,4.0,Très élevée,Sciences et technologie,Non,67.0
NS12351,SMP,84.0,86.0,77.0,60.0,54.0,4.0,Très élevée,Sciences et technologie,Oui,72.2
NS10060,SVT,60.0,73.0,96.0,82.0,68.0,4.0,Très élevée,Santé et environnement,Non,75.8
NS12749,SMP,100.0,80.0,61.0,48.0,58.0,5.0,Élevée,Sciences et technologie,Oui,69.4
NS10671,LLA,40.0,30.0,56.0,80.0,89.0,2.0,Très élevée,Lettres et langues,Non,59.0
NS10092,LLA,60.0,63.0,55.0,83.0,81.0,4.0,Moyenne,Arts et culture,Non,68.4
NS10666,SMP,80.0,,70.0,70.0,67.0,5.0,Moyenne,Sciences et technologie,Oui,75.0
NS11887,SMP,78.0,82.0,70.0,61.0,58.0,4.0,Élevée,Sciences et technologie,Non,69.8
NS10280,SES,73.0,42.0,72.0,79.0,86.0,3.0,,Économie et société,Oui,70.4
NS11719,SMP,82.0,82.0,60.0,52.0,58.0,3.0,Élevée,Sciences et technologie,Oui,66.8
NS10359,SVT,81.51457710213221,76.31865656689973,63.0,82.0,61.0,2.0,Très élevée,Santé et environnement,Oui,72.8
NS10899,LLA,57.0,66.0,56.0,94.0,82.0,1.0,Très élevée,Arts et culture,Non,71.0
NS11935,SVT,71.0,75.0,76.0,66.0,58.0,4.0,Moyenne,Santé et environnement,Oui,69.2
NS11994,SVT,71.0,51.0,75.0,61.0,61.0,3.0,Très élevée,Sciences et technologie,Oui,63.8
NS12312,SES,63.0,48.0,63.0,68.0,88.0,3.0,Très élevée,Économie et société,Non,66.0
NS10760,LLA,62.0,62.0,45.0,72.0,89.0,3.0,Élevée,,Non,66.0
NS12158,SVT,65.0,53.0,75.0,69.0,87.0,3.0,Élevée,Santé et environnement,Oui,69.8
NS12622,SVT,69.0,68.0,79.0,63.0,63.0,3.0,Élevée,Santé et environnement,Non,68.4
NS10042,SMP,77.0,74.0,63.0,69.0,63.0,4.0,Très élevée,Sciences et technologie,Non,69.2
NS12173,SES,62.0,73.0,65.0,78.0,83.0,3.0,Très élevée,Économie et société,Oui,72.2
NS10204,LLA,56.0,55.0,51.0,100.0,76.0,,Très élevée,Arts et culture,Oui,67.6
NS11473,SMP,69.0,87.0,71.0,55.0,,4.0,Très élevée,Sciences et technologie,Non,70.4
NS12100,SVT,72.0,,91.0,85.0,78.0,2.0,Élevée,Sciences et technologie,,83.2
NS10068,SES,77.0,44.0,55.0,76.0,76.0,3.0,Très élevée,Sciences et technologie,Oui,65.6
NS11875,SMP,76.0,94.0,76.0,63.0,65.0,5.0,Très élevée,Informatique,Non,74.8
NS12379,SES,63.0,56.0,66.0,64.0,77.0,3.0,Élevée,Économie et société,Non,65.2
NS12231,SMP,100.0,82.0,52.0,65.0,67.0,5.0,Très élevée,Informatique,Non,73.2
NS10137,LLA,65.0,47.45561790531932,66.0,90.94958133609742,,3.0,Très élevée,Arts et culture,Oui,67.1
NS10796,SVT,63.0,83.0,87.0,69.0,68.0,,Très élevée,Santé et environnement,Non,74.0
NS12180,SES,79.0,73.0,56.0,75.0,78.0,3.0,Élevée,Économie et société,Oui,72.2
NS12128,SMP,99.0,80.0,60.0,75.0,53.0,4.0,Moyenne,Sciences et technologie,Non,73.4
NS10758,LLA,31.0,64.0,51.0,77.0,59.0,,Très élevée,Lettres et langues,Non,56.4
NS10541,LLA,40.0,53.0,60.0,86.0,85.0,,Très élevée,Lettres et langues,Non,64.8
NS11019,LLA,56.0,46.0,67.0,97.0,80.0,1.0,Très élevée,Arts et culture,Oui,69.2
NS12288,SES,64.0,70.0,63.0,69.0,81.0,4.0,Élevée,Sciences et technologie,Oui,69.4
NS10165,SMP,75.0,94.0,80.0,69.0,62.0,4.0,Élevée,Sciences et technologie,Oui,76.0
NS10248,SMP,82.0,72.48511040288659,70.0,63.92291495937617,47.0,5.0,Élevée,Sciences et technologie,Oui,67.1
NS11331,LLA,55.0,53.0,51.0,88.0,64.0,2.0,Très élevée,Lettres et langues,Oui,62.2
NS12017,SES,66.0,54.0,53.0,64.0,85.0,4.0,Élevée,Sciences et technologie,Oui,64.4
NS10446,SES,83.0,67.0,61.0,84.0,58.0,3.0,Très élevée,Sciences et technologie,Non,70.6
NS11358,LLA,49.0,46.0,,78.0,69.0,2.0,Très élevée,Arts et culture,Non,61.2
NS12145,LLA,37.0,56.0,67.0,81.0,79.0,3.0,,Arts et culture,Oui,64.0
NS11329,SVT,79.0,55.0,78.0,52.0,60.0,5.0,Moyenne,Sciences et technologie,,64.8
NS12910,SMP,91.0,70.0,72.0,69.0,58.0,4.0,Très élevée,Sciences et technologie,Oui,72.0
NS12150,SES,71.0,63.0,74.0,79.0,88.0,2.0,Très élevée,Sciences et technologie,Non,75.0
NS10434,SMP,87.0,60.0,65.0,73.0,59.0,4.0,Élevée,Sciences et technologie,Oui,68.8
NS12122,LLA,58.0,61.0,58.0,77.0379539898027,66.71763795754804,2.0,,Arts et culture,Non,64.2
NS10577,SMP,83.0,84.0,51.0,62.0,57.0,4.0,Élevée,Sciences et technologie,Oui,67.4
NS12984,SVT,60.0,71.0,80.0,59.0,63.0,4.0,Très élevée,Sciences et technologie,Non,66.6
NS12741,LLA,72.0,43.0,64.0,75.0,72.0,2.0,Très élevée,Arts et culture,Non,65.2
NS11848,SES,63.0,71.0,,84.0,72.0,2.0,Très élevée,Sciences et technologie,Oui,71.4
NS10762,SES,73.0,64.0,59.0,79.0,85.0,5.0,Moyenne,Sciences et technologie,Oui,72.0
NS10388,SES,63.0,62.0,57.0,78.0,,3.0,Très élevée,Économie et société,Non,68.2
NS10235,SVT,65.0,49.0,79.0,70.0,73.0,4.0,Très élevée,Santé et environnement,Non,67.2
NS12605,SES,79.0,46.0,49.0,69.0,74.0,4.0,Très élevée,Économie et société,Non,63.4
NS11984,LLA,54.0,41.0,33.0,84.0,79.0,1.0,Élevée,Arts et culture,Non,58.2
NS10267,SMP,99.0,68.0,69.0,57.01631273562598,78.94170963408352,4.0,Moyenne,Informatique,Oui,74.4
NS10770,LLA,66.0,52.0,63.0,91.0,68.0,,Élevée,Lettres et langues,Non,68.0
NS12165,LLA,52.0,46.0,52.0,81.0,78.0,2.0,Élevée,Lettres et langues,Non,61.8
NS10437,SVT,78.0,,79.0,60.0,44.0,4.0,Très élevée,Santé et environnement,Oui,65.8
NS10673,SES,74.0,66.0,63.0,70.0,76.0,5.0,Élevée,Économie et société,Oui,69.8
NS10249,SMP,57.0,71.0,70.0,59.0,66.0,3.0,Moyenne,Sciences et technologie,Oui,64.6
NS12201,SES,63.0,72.0,60.0,63.0,77.0,3.0,Très élevée,Sciences et technologie,Oui,67.0
NS11574,SES,74.0,55.0,70.0,77.0,75.0,3.0,Très élevée,Sciences et technologie,Oui,70.2
NS12142,SES,66.0,47.0,57.0,93.0,78.0,4.0,Très élevée,Sciences et technologie,Non,68.2
NS12081,SMP,88.0,68.0,72.0,77.0,57.0,4.0,Très élevée,Informatique,Non,72.4
NS12617,SVT,59.0,82.0,72.0,69.0,75.0,3.0,Très élevée,Sciences et technologie,Oui,71.4
NS12903,SMP,84.0,87.0,64.0,80.0,47.0,3.0,Élevée,Sciences et technologie,Oui,72.4
NS12739,SES,69.0,65.0,68.0,70.0,74.0,3.0,Très élevée,Économie et société,Non,69.2
NS10448,SES,67.0,49.0,77.0,73.0,89.0,1.0,Moyenne,Économie et société,Oui,71.0
NS11469,SVT,58.0,74.0,100.0,82.0,58.0,3.0,Moyenne,Sciences et technologie,Non,74.4
NS10716,LLA,63.0,54.0,68.0,93.0,80.0,4.0,Élevée,Lettres et langues,,71.6
NS12398,LLA,53.0,53.0,61.0,96.0,76.0,3.0,Très élevée,Arts et culture,Non,67.8
NS12614,SMP,,81.0,61.0,49.0,65.0,5.0,Très élevée,,Oui,66.8
NS12048,LLA,76.0,41.0,66.0,100.0,74.0,3.0,Élevée,Lettres et langues,Non,71.4
NS11901,SES,46.0,,69.0,73.0,84.0,3.0,Élevée,Économie et société,Oui,65.6
NS11168,SMP,82.0,85.0,78.0,72.0,62.0,5.0,Élevée,Informatique,Non,75.8
NS10082,SVT,70.0,55.0,86.0,53.0,66.0,4.0,Moyenne,,Oui,66.0
NS12424,SMP,70.0,76.0,57.0,63.0,53.0,3.0,Très élevée,Sciences et technologie,Oui,63.8
NS11460,SES,72.0,,72.0,78.39731872872592,66.01098030886871,4.0,Très élevée,Économie et société,Oui,68.5
NS11893,SVT,73.0,57.0,91.0,81.0,59.0,5.0,Élevée,Santé et environnement,Non,72.2
NS11668,SVT,63.0,73.0,84.0,73.0,70.0,3.0,Élevée,Santé et environnement,Non,72.6
NS12000,SES,53.0,57.0,60.5726054283478,67.0,86.23934482515334,4.0,Très élevée,Économie et société,Non,64.8
NS10475,LLA,56.0,41.0,62.0,76.0,77.0,2.0,Élevée,Arts et culture,Non,62.4
NS10517,SES,69.0,53.0,62.0,84.0,77.0,3.0,Très élevée,Économie et société,Non,69.0
NS10404,SMP,88.0,90.0,70.0,61.0,68.0,5.0,Élevée,Informatique,,75.4
NS10384,SVT,81.0,69.0,98.0,90.0,68.0,4.0,Élevée,Sciences et technologie,Non,81.2
NS12981,SES,69.0,67.0,63.0,91.0,67.0,,Élevée,Sciences et technologie,Non,71.4
NS12152,SMP,95.0,98.0,73.0,68.0,66.0,5.0,Très élevée,Informatique,Oui,80.0
NS11633,SMP,95.0,81.0,71.0,70.0,74.0,4.0,Moyenne,Informatique,Non,78.2
NS12859,LLA,66.0,46.67996836660285,49.0,83.12699121308945,76.0,3.0,Élevée,Arts et culture,Oui,64.2
NS10688,SES,63.0,51.0,66.0,72.0,88.0,3.0,Très élevée,Économie et société,Oui,68.0
NS11240,LLA,35.0,47.0,,87.0,,4.0,Très élevée,Lettres et langues,Non,59.4
NS10062,SVT,75.0,75.0,96.0,74.0,59.0,5.0,Moyenne,Santé et environnement,Oui,75.8
NS10852,SVT,81.52092289229584,77.0,82.46710870696936,,58.0,3.0,,Sciences et technologie,Oui,75.0
NS12751,LLA,60.0,54.0,54.0,91.0,72.0,2.0,Très élevée,Lettres et langues,Non,66.2
NS12476,SVT,67.0,71.0,79.0,69.0,,4.0,Élevée,Santé et environnement,Non,68.2
NS11262,SVT,75.0,78.0,93.0,78.0,67.0,4.0,Très élevée,Santé et environnement,Oui,78.2
NS10223,SES,,51.0,59.0,64.0,97.0,3.0,Très élevée,Sciences et technologie,Oui,66.8
NS12193,SVT,69.0,58.0,92.0,69.0,60.0,4.0,Élevée,Sciences et technologie,Non,69.6
NS10373,SVT,78.0,59.0,75.0,61.0,68.0,4.0,Moyenne,Santé et environnement,Oui,68.2
NS11824,SMP,78.0,,60.0,70.0,58.0,5.0,Élevée,Sciences et technologie,Oui,72.4
NS12536,SVT,58.0,70.0,85.0,83.0,69.0,4.0,Élevée,Santé et environnement,Non,73.0
NS12869,SVT,74.0,64.0,74.0,59.0,57.0,3.0,Très élevée,Sciences et technologie,Oui,65.6
NS12597,SES,81.0,62.0,-10.0,69.0,91.0,3.0,Très élevée,Économie et société,Oui,75.0
NS12684,SES,85.460516675797,50.0,68.0,64.3100611646824,82.0,3.0,Très élevée,Économie et société,Oui,70.0
NS10009,SVT,58.0,74.0,82.0,69.0,74.0,4.0,Élevée,Sciences et technologie,Non,71.4
NS11944,SVT,82.0,68.0,80.0,58.0,57.0,4.0,Très élevée,Sciences et technologie,Non,69.0
NS11838,SES,63.0,60.0,,62.0,83.0,4.0,Moyenne,Sciences et technologie,Non,65.2
NS10708,SVT,72.0,77.0,86.0,65.0,70.0,,Élevée,Santé et environnement,Oui,74.0
NS10255,SES,49.0,76.0,59.0,82.0,84.0,3.0,Élevée,Économie et société,Oui,70.0
NS11617,SES,69.0,64.0,68.0,57.0,86.0,3.0,Très élevée,Économie et société,Oui,68.8
NS10389,SMP,84.0,79.0,56.0,75.0,58.0,5.0,Très élevée,Informatique,Oui,70.4
NS11581,SES,49.0,59.0,69.0,80.0,76.0,3.0,Élevée,Économie et société,Non,66.6
NS10924,SES,68.0,64.02564891281438,71.388369192954,65.0,69.0,3.0,Très élevée,Économie et société,Non,67.5
NS12036,SVT,84.0,55.0,85.0,84.0,73.0,4.0,Élevée,Santé et environnement,Oui,76.2
NS12403,LLA,56.0,47.0,63.0,100.0,61.0,2.0,Très élevée,,Non,65.4
NS11224,SVT,67.0,65.0,79.0,82.0,70.0,3.0,Élevée,Santé et environnement,Non,72.6
NS11946,SMP,71.0,71.0,60.0,66.0,58.0,5.0,Élevée,Sciences et technologie,Oui,65.2
NS10739,SMP,88.0,100.0,74.0,63.0,66.0,4.0,Moyenne,Sciences et technologie,,78.2
NS10040,SES,79.0,61.0,53.0,79.0,73.0,3.0,Élevée,Sciences et technologie,Oui,69.0
NS10868,SMP,100.0,62.0,73.0,71.0,79.0,4.0,Élevée,Sciences et technologie,Non,77.0
NS10539,SES,71.0,76.2381817584124,66.0,71.0,81.66281777640883,4.0,Très élevée,Sciences et technologie,Non,73.2
NS12510,SMP,46.19908395103008,75.0,66.94577149939333,69.0,64.0,4.0,Très élevée,Informatique,Oui,64.2
NS11371,SES,69.0,51.0,70.0,80.0,70.0,3.0,Très élevée,Sciences et technologie,Non,68.0
NS11145,SES,100.0,65.0,49.0,66.0,89.54462220853588,5.0,Très élevée,Économie et société,Oui,73.9
NS11031,SES,75.0,65.0,62.0,64.0,96.0,4.0,Élevée,Économie et société,Oui,72.4
NS10372,LLA,75.0,45.0,49.0,87.0,77.0,3.0,Très élevée,Arts et culture,Non,66.6
NS10667,LLA,57.0,49.0,62.0,73.0,83.0,5.0,Très élevée,Lettres et langues,Non,64.8
NS10357,SVT,80.0,48.0,80.0,71.0,60.0,4.0,Très élevée,Santé et environnement,Non,67.8
NS10967,SMP,68.0,69.0,74.0,67.0,87.0,3.0,Élevée,Sciences et technologie,Oui,73.0
NS11353,SMP,91.0,76.0,82.0,83.0,63.0,3.0,Moyenne,Sciences et technologie,Oui,79.0
NS11035,LLA,48.0,42.0,40.0,84.0,74.0,3.0,Élevée,Lettres et langues,Non,57.6
NS10470,SVT,75.0,82.0,-10.0,62.0,,2.0,Élevée,,Oui,71.2
NS11396,SMP,105.0,65.0,68.0,83.0,43.0,3.0,Élevée,Informatique,Oui,66.4
NS12620,SVT,78.0,57.0,83.0,81.0,64.0,3.0,Élevée,Santé et environnement,Non,72.6
NS11549,SMP,83.0,85.0,64.0,58.0,63.0,3.0,Moyenne,Informatique,Non,70.6
NS11256,SVT,89.0,67.0,87.0,70.0,71.0,2.0,Moyenne,Santé et environnement,Non,76.8
NS12094,SMP,76.0,93.0,53.0,65.0,65.0,3.0,Très élevée,Informatique,Oui,70.4
NS11555,SMP,97.0,92.0,59.0,62.0,66.0,4.0,Moyenne,Sciences et technologie,Oui,75.2
NS12589,SMP,78.0,78.0,56.0,54.0,63.0,3.0,Élevée,Sciences et technologie,Oui,65.8
NS11250,SES,82.0,51.0,66.0,83.0,69.0,3.0,,Économie et société,,70.2
NS11699,SES,82.42605311952141,52.0,70.0,100.0,91.0,2.0,Élevée,Économie et société,Oui,79.1
NS11252,LLA,46.0,50.0,56.0,75.0,77.0,2.0,Très élevée,Lettres et langues,Non,60.8
NS12780,LLA,67.0,57.0,54.0,86.0,73.0,1.0,Moyenne,Arts et culture,Non,67.4
NS10079,SVT,59.0,76.0,100.0,71.0,53.0,2.0,Élevée,Santé et environnement,Oui,71.8
NS11172,LLA,55.0,50.0,56.0,77.0,79.0,2.0,Élevée,Arts et culture,Oui,63.4
NS10814,SMP,90.0,55.0,70.0,80.0,69.0,5.0,Élevée,Informatique,Oui,72.8
NS11852,SES,61.0,60.0,74.0,86.0,68.0,2.0,Élevée,Sciences et technologie,Non,69.8
NS12220,SMP,100.0,86.0,65.1708068781486,74.0,41.0,5.0,Très élevée,Sciences et technologie,Oui,73.2
NS12628,SMP,96.0,84.0,61.0,69.0,73.0,4.0,Élevée,Sciences et technologie,Oui,76.6
NS12105,SES,60.0,66.0,58.0,82.0,92.0,4.0,Très élevée,Économie et société,Oui,71.6
NS10133,LLA,55.0,41.0,49.0,97.0,82.0,3.0,Élevée,Lettres et langues,Non,64.8
NS11140,SMP,79.0,76.0,58.0,70.0,63.0,5.0,Moyenne,Informatique,Oui,69.2
NS10933,LLA,61.0,32.0,69.0,90.0,74.0,3.0,Élevée,Lettres et langues,Oui,65.2
NS10928,SES,64.0,62.0,90.0,77.0,64.0,2.0,Élevée,Sciences et technologie,Oui,71.4
NS10823,SES,59.4942512527572,58.0,53.24624974111399,79.0,70.0,2.0,Élevée,Économie et société,Oui,63.9
NS11531,LLA,52.0,56.0,,100.0,71.0,3.0,Très élevée,Lettres et langues,Non,69.2
NS11214,SMP,90.0,98.0,83.0,73.0,69.0,5.0,Élevée,Informatique,Oui,82.6
NS10504,SMP,85.0,,78.0,57.0,66.0,5.0,,Sciences et technologie,Oui,75.0
NS12964,SES,58.0,69.0,58.0,72.0,78.0,,Très élevée,Économie et société,Non,67.0
NS12395,SMP,73.0,88.0,82.0,75.0,46.0,,Élevée,Informatique,Non,72.8
NS11996,SES,60.0,66.0,79.0,94.0,65.0,3.0,Élevée,Économie et société,Non,72.8
NS11958,SMP,75.0,85.0,63.0,59.0,75.0,3.0,Très élevée,Informatique,Oui,71.4
NS11384,SVT,71.9546571657329,67.0,86.0,65.0,67.57612123479642,2.0,Très élevée,Santé et environnement,Non,71.5
NS10894,SES,60.0,65.0,61.0,64.0,75.0,3.0,Très élevée,Économie et société,Oui,65.0
NS10828,LLA,59.0,50.0,67.0,94.0,70.0,3.0,Élevée,Lettres et langues,Oui,68.0
NS12920,SVT,87.0,64.0,96.32489470713683,72.0,69.36345483675034,2.0,Élevée,Santé et environnement,Non,77.7
NS11683,SVT,48.0,84.0,86.0,68.0,51.0,4.0,Élevée,Santé et environnement,Oui,67.4
NS12574,SES,66.0,41.0,54.0,61.0,69.0,3.0,Très élevée,Économie et société,Non,58.2
NS12969,SVT,51.0,55.0,79.0,81.0,68.0,3.0,Très élevée,Santé et environnement,Oui,66.8
NS12512,LLA,63.0,50.0,52.0,86.0,77.0,2.0,Très élevée,Lettres et langues,Oui,65.6
NS10652,SVT,81.0,72.0,90.0,75.0,64.0,4.0,Moyenne,Santé et environnement,Oui,76.4
NS10172,SES,52.0,48.0,80.0,79.0,84.0,3.0,Élevée,Économie et société,Non,68.6
NS10038,LLA,59.0,39.0,55.0,86.0,83.0,2.0,Élevée,,Oui,64.4
NS12860,SMP,100.0,67.0,76.0,71.0,56.0,4.0,Très élevée,Sciences et technologie,Oui,74.0
NS10713,LLA,47.0,54.0,62.0,87.0,71.0,,Très élevée,Lettres et langues,Non,64.2
NS10090,LLA,64.0,52.0,53.0,,87.0,3.0,Très élevée,Lettres et langues,Oui,69.8
NS12954,LLA,58.0,62.0,61.42333304563362,81.0,96.3246936126942,3.0,Très élevée,Arts et culture,Oui,71.7
NS11205,SES,66.0,51.0,65.0,77.0,92.0,4.0,Très élevée,,Oui,70.2
NS12585,SVT,68.0,74.0,83.0,55.0,45.0,3.0,Élevée,Santé et environnement,Non,65.0
NS11827,SVT,81.0,80.0,86.0,70.0,50.0,5.0,Très élevée,,Non,73.4
NS11155,SMP,76.0,89.0,68.0,72.0,67.0,4.0,Élevée,Sciences et technologie,Oui,74.4
NS11324,LLA,69.0,56.0,57.0,,73.0,1.0,Très élevée,Arts et culture,Oui,70.0
NS10216,SVT,68.0,48.0,83.0,60.0,48.0,5.0,Très élevée,Sciences et technologie,Non,61.4
NS10510,SVT,80.0,74.0,88.0,63.0,71.0,4.0,Élevée,Sciences et technologie,Oui,75.2
NS11680,LLA,62.0,54.0,39.0,74.0,88.0,3.0,Élevée,Arts et culture,Non,63.4
NS10499,SMP,76.0,81.0,75.0,54.0,58.0,3.0,Élevée,Sciences et technologie,Oui,68.8
NS12548,SES,62.0,44.0,61.0,65.0,79.0,3.0,Élevée,Sciences et technologie,Oui,62.2
NS11856,SVT,61.0,80.0,84.0,71.0,63.0,3.0,Très élevée,Santé et environnement,Non,71.8
NS11388,LLA,45.0,47.349579362217085,37.78972532004835,84.0,84.0,2.0,Très élevée,Arts et culture,Non,59.6
NS11519,SVT,75.31464262455181,79.4957902023029,93.0,61.0,56.0,4.0,Élevée,Santé et environnement,Oui,73.0
NS12386,SMP,80.0,85.0,78.0,79.0,43.0,5.0,Moyenne,Sciences et technologie,Oui,73.0
NS12721,SES,69.0,53.0,78.0,85.0,77.0,3.0,Très élevée,Économie et société,Non,72.4
NS12076,SVT,98.0,74.0,72.0,64.0,64.0,3.0,Élevée,Santé et environnement,Oui,74.4
NS11540,SVT,62.0,65.0,88.0,46.0,57.0,4.0,Élevée,Santé et environnement,Non,63.6
NS11217,SVT,83.0,59.0,,71.0,64.0,4.0,Très élevée,Santé et environnement,Oui,71.4
NS11416,SVT,74.0,64.0,93.0,68.0,68.0,4.0,Très élevée,Santé et environnement,Oui,73.4
NS12217,LLA,56.0,,65.0,86.0,89.0,2.0,Élevée,Arts et culture,Non,71.6
NS12621,SMP,81.0,73.0,63.0,61.0,50.0,4.0,Moyenne,Sciences et technologie,Oui,65.6
NS11676,SMP,78.0,81.0,64.0,70.0,53.0,3.0,Très élevée,Sciences et technologie,Oui,69.2
NS11197,SVT,66.0,69.0,90.0,73.0,88.0,3.0,Élevée,Santé et environnement,,77.2
NS11542,SMP,61.0,85.0,54.0,61.0,61.0,4.0,Élevée,Sciences et technologie,Oui,64.4
NS10953,SES,57.0,51.0,67.0,93.0,77.0,3.0,Très élevée,Économie et société,Non,69.0
NS10750,SES,69.0,52.0,62.0,77.0,70.0,4.0,Faible,Économie et société,Non,66.0
NS10234,SVT,80.0,65.0,82.0,,65.0,3.0,Très élevée,Santé et environnement,Oui,71.6
NS10732,SES,77.0,46.0,54.0,80.0,84.0,4.0,Très élevée,Économie et société,Non,68.2
NS12992,SES,64.0,51.0,66.0,66.0,69.0,4.0,Élevée,Économie et société,Oui,63.2
NS11156,SMP,93.0,97.0,115.0,57.0,74.0,3.0,Élevée,Informatique,,77.8
NS12573,SMP,83.0,73.0,58.0,49.0,75.0,4.0,Élevée,Sciences et technologie,Oui,67.6
NS12445,SVT,69.0,60.0,79.0,74.0,75.0,3.0,Élevée,Sciences et technologie,Oui,71.4
NS11209,SES,73.0,37.0,62.0,68.0,76.0,4.0,Très élevée,Économie et société,Non,63.2
NS11065,LLA,68.0,59.0,62.0,83.0,78.0,2.0,Très élevée,Arts et culture,Non,70.0
NS12156,LLA,54.0,32.0,63.0,79.0,70.0,2.0,Très élevée,Lettres et langues,Oui,59.6
NS11062,SES,60.0,46.0,72.0,79.0,,3.0,Élevée,,Oui,67.8
NS11167,LLA,45.0,45.0,,85.0,70.0,,Élevée,Lettres et langues,Non,59.6
NS11492,LLA,57.0,55.0,61.0,87.0,84.0,3.0,Très élevée,,Non,68.8
NS12474,LLA,47.0,60.0,65.0,76.0,71.0,2.0,Élevée,Arts et culture,Oui,63.8
NS10884,SMP,89.86623946086135,84.0,51.0,62.0,72.93837979687973,5.0,Élevée,Informatique,Oui,72.0
NS10143,SVT,82.0,66.0,100.0,58.0,69.0,5.0,Très élevée,Santé et environnement,Non,75.0
NS12942,SES,70.0,62.0,72.0,65.0,73.0,4.0,Très élevée,Sciences et technologie,Non,68.4
NS10850,SES,73.0,72.0,61.0,83.0,65.0,3.0,Très élevée,Sciences et technologie,Oui,70.8
NS10717,SES,60.0,56.0,52.0,77.0,81.0,3.0,Très élevée,Économie et société,Oui,65.2
NS12864,LLA,56.0,41.0,65.0,96.0,80.0,2.0,Très élevée,Lettres et langues,Non,67.6
NS10264,SES,68.0,82.0,46.0,76.0,91.0,3.0,Très élevée,Économie et société,Oui,72.6
NS10075,SES,61.0,61.0,47.0,63.0,78.0,4.0,Très élevée,Économie et société,Oui,62.0
NS10395,SES,68.0,49.0,53.0,61.0,79.0,3.0,Élevée,Économie et société,Non,62.0
NS12545,SES,62.0,43.0,64.0,85.0,100.0,,Élevée,Sciences et technologie,Oui,70.8
NS12224,SMP,92.0,75.0,64.0,50.0,76.0,4.0,Très élevée,Sciences et technologie,Non,71.4
NS12799,LLA,68.0,62.0,63.0,91.0,84.0,3.0,Élevée,Lettres et langues,Non,73.6
NS10396,SVT,70.0,67.0,88.0,79.0,62.0,4.0,Très élevée,Sciences et technologie,Non,73.2
